image,label
cassowary_s_001490,2
alces_alces_s_001932,4
jetliner_s_000124,0
mutt_s_000491,5
tipper_s_000106,9
convertible_s_001479,1
domestic_dog_s_001290,5
arabian_s_000324,7
stealth_fighter_s_000701,0
cruiser_s_000993,8
bufo_calamita_s_001055,6
automobile_s_000065,1
pekingese_s_000061,5
tabby_cat_s_002644,3
felis_catus_s_000378,3
boat_s_001309,8
bufo_bufo_s_000023,6
arabian_s_001358,7
tipper_lorry_s_000120,9
automobile_s_000019,1
leopard_frog_s_001344,6
domestic_cat_s_002028,3
leopard_frog_s_002111,6
spring_frog_s_000560,6
wagtail_s_001706,2
puppy_s_002191,5
tabby_cat_s_001078,3
domestic_dog_s_000829,5
green_frog_s_000085,6
toy_spaniel_s_001446,5
delivery_truck_s_000393,9
felis_catus_s_001625,3
tipper_truck_s_000087,9
stealth_bomber_s_000587,0
alley_cat_s_001742,3
honey_eater_s_001234,2
maltese_dog_s_001335,5
wagon_s_002125,1
rangifer_tarandus_s_000077,4
cascades_frog_s_000021,6
house_cat_s_001337,3
felis_catus_s_001320,3
cat_s_001520,3
tractor_trailer_s_000806,9
tugboat_s_000391,8
tabby_cat_s_000964,3
appaloosa_s_002083,7
walking_horse_s_000411,7
arabian_s_001882,7
compact_car_s_000027,1
mongrel_s_000685,5
domestic_cat_s_001208,3
pekinese_s_002096,5
car_s_001296,1
odocoileus_hemionus_s_001116,4
truck_s_002273,9
lipizzan_s_000566,7
freighter_s_001171,8
domestic_cat_s_001224,3
estate_car_s_000402,1
flagship_s_000230,8
pekingese_s_001501,5
japanese_spaniel_s_000266,5
accentor_s_000650,2
red_deer_s_001481,4
lippizaner_s_000891,7
lippizan_s_000377,7
mutt_s_001192,5
true_cat_s_000147,3
stealth_fighter_s_001348,0
toy_dog_s_001983,5
deer_s_000663,4
wagtail_s_001351,2
dump_truck_s_001110,9
station_wagon_s_000350,1
tow_truck_s_000522,9
deer_s_000780,4
plantation_walking_horse_s_000461,7
songbird_s_001145,2
beach_wagon_s_000910,1
true_cat_s_001674,3
powerboat_s_000443,8
sika_s_001531,4
aeroplane_s_000037,0
semi_s_002165,9
pontoon_s_001640,8
ship_s_000361,8
attack_aircraft_s_000995,0
apteryx_s_001131,2
fire_truck_s_001562,9
airliner_s_000089,0
dog_s_000547,5
lippizaner_s_000882,7
western_toad_s_000259,6
quarter_horse_s_001426,7
fawn_s_001046,4
car_s_000298,1
lightship_s_001659,8
automobile_s_002499,1
cervus_elaphus_s_001754,4
muntjac_s_000932,4
sambar_s_001396,4
car_transporter_s_002174,9
fire_engine_s_000610,9
tabby_s_000325,3
scow_s_000539,8
bird_s_000499,2
pekinese_s_000398,5
guard_boat_s_000688,8
struthio_camelus_s_000883,2
american_toad_s_001441,6
broodmare_s_001469,7
cat_s_000006,3
deer_s_001185,4
true_cat_s_001453,3
delivery_truck_s_001221,9
fallow_deer_s_000727,4
cassowary_s_001017,2
auto_s_001769,1
bufo_marinus_s_001248,6
accentor_s_000815,2
tipper_s_001651,9
monoplane_s_001520,0
bufo_calamita_s_000055,6
dump_truck_s_001734,9
natterjack_s_001361,6
tabby_s_002178,3
bullfrog_s_001013,6
muntjac_s_001466,4
stealth_fighter_s_000406,0
muntjac_s_001345,4
roe_deer_s_000476,4
woodland_caribou_s_001371,4
anuran_s_000786,6
dive_bomber_s_000473,0
articulated_lorry_s_000034,9
leopard_frog_s_001880,6
bufo_marinus_s_001107,6
american_toad_s_000585,6
tomcat_s_000259,3
toy_spaniel_s_000042,5
roe_deer_s_000621,4
tipper_lorry_s_000585,9
cat_s_002684,3
moving_van_s_001292,9
dumper_s_000231,9
delivery_truck_s_000365,9
coupe_s_001292,1
attack_aircraft_s_001417,0
bufo_viridis_s_001141,6
auto_s_001435,1
automobile_s_001307,1
pantechnicon_s_000143,9
grass_frog_s_000604,6
appaloosa_s_002163,7
deer_s_000877,4
nandu_s_001449,2
chihuahua_s_000156,5
cervus_elaphus_s_000626,4
muntjac_s_001606,4
delivery_truck_s_000652,9
capreolus_capreolus_s_000536,4
pekingese_s_001507,5
car_s_000221,1
powerboat_s_000263,8
sparrow_s_000050,2
true_frog_s_000312,6
male_horse_s_000203,7
deer_s_001925,4
tabby_cat_s_000905,3
jumbo_jet_s_000624,0
western_toad_s_000316,6
lorry_s_001693,9
gypsy_cab_s_000089,1
maltese_dog_s_000662,5
mutt_s_000583,5
car_s_001080,1
pontoon_s_000279,8
camion_s_000826,9
beach_wagon_s_000561,1
ostrich_s_000062,2
airbus_s_001685,0
cervus_elaphus_s_001385,4
aeroplane_s_000121,0
cat_s_002313,3
tennessee_walker_s_001199,7
honey_eater_s_001461,2
delivery_truck_s_001111,9
walking_horse_s_000339,7
tabby_cat_s_000837,3
fighter_aircraft_s_000520,0
mule_deer_s_001740,4
sparrow_s_000232,2
musk_deer_s_000086,4
bufo_debilis_s_000062,6
tabby_cat_s_002526,3
lippizaner_s_001890,7
delivery_van_s_000244,9
delivery_truck_s_000979,9
tow_truck_s_000213,9
speedboat_s_000681,8
station_wagon_s_002659,1
fallow_deer_s_000366,4
jumbojet_s_000081,0
jetliner_s_001689,0
freighter_s_002302,8
estate_car_s_001084,1
mouser_s_001087,3
arabian_s_000796,7
trucking_rig_s_001225,9
finch_s_000202,2
nandu_s_001465,2
pantechnicon_s_000200,9
wapiti_s_000661,4
red_deer_s_001073,4
dawn_horse_s_000991,7
trucking_rig_s_001544,9
felis_domesticus_s_000556,3
automobile_s_002460,1
jetliner_s_001049,0
monoplane_s_000104,0
bufo_marinus_s_000976,6
roe_deer_s_001402,4
dump_truck_s_000895,9
bufo_s_000692,6
appaloosa_s_000053,7
arabian_s_001994,7
sound_truck_s_000902,9
cock_s_000404,2
cruiser_s_000243,8
domestic_cat_s_001697,3
cat_s_002192,3
deer_s_000043,4
taxi_s_000292,1
japanese_spaniel_s_000525,5
convertible_s_001327,1
broodmare_s_000757,7
tipper_s_001912,9
buckskin_s_000081,7
compact_car_s_002319,1
articulated_lorry_s_000918,9
gelding_s_001441,7
convertible_s_001374,1
felis_domesticus_s_000176,3
bufo_americanus_s_000461,6
felis_catus_s_001480,3
green_frog_s_000768,6
bufo_marinus_s_001201,6
red_deer_s_001581,4
twinjet_s_001215,0
lark_s_002034,2
tipper_truck_s_000896,9
tipper_truck_s_000950,9
pickerel_frog_s_000038,6
trucking_rig_s_000429,9
stealth_bomber_s_000999,0
automobile_s_000028,1
tanker_s_001328,8
semi_s_000284,9
cock_s_000585,2
ambulance_s_001110,1
motorcar_s_000578,1
monoplane_s_000048,0
rana_catesbeiana_s_001144,6
dump_truck_s_000152,9
domestic_cat_s_000838,3
studhorse_s_000159,7
rangifer_caribou_s_000621,4
delivery_truck_s_000035,9
abandoned_ship_s_000034,8
caribou_s_001433,4
rana_catesbeiana_s_000015,6
cur_s_000054,5
pipit_s_001530,2
jetliner_s_000682,0
gelding_s_000944,7
fighter_aircraft_s_000323,0
tabby_cat_s_000123,3
aerial_ladder_truck_s_000792,9
wagtail_s_000423,2
moose_s_000440,4
maltese_s_000096,5
car_s_000442,1
bufo_bufo_s_000570,6
cervus_elaphus_s_000112,4
tomcat_s_000381,3
maltese_s_002063,5
jetliner_s_000316,0
trucking_rig_s_001422,9
bufo_bufo_s_002054,6
tabby_s_002020,3
motorcar_s_001598,1
pleasure_craft_s_000152,8
felis_domesticus_s_000558,3
coupe_s_000129,1
capreolus_capreolus_s_000045,4
maltese_s_002150,5
cervus_elaphus_s_001640,4
maltese_dog_s_000569,5
cassowary_s_000209,2
taxi_s_001862,1
chihuahua_s_000170,5
walking_horse_s_000093,7
house_cat_s_000026,3
fighter_aircraft_s_001835,0
wagon_s_001931,1
pekinese_s_001022,5
car_s_001864,1
moose_s_001258,4
rana_temporaria_s_001140,6
airbus_s_000943,0
tennessee_walking_horse_s_000882,7
toad_s_002992,6
automobile_s_001134,1
toad_frog_s_000985,6
estate_car_s_001484,1
twinjet_s_001328,0
icebreaker_s_001622,8
auto_s_000569,1
jumbo_jet_s_001527,0
shooting_brake_s_001047,1
fawn_s_001194,4
rana_pipiens_s_000583,6
stealth_fighter_s_000098,0
rana_clamitans_s_000624,6
floatplane_s_000295,0
bufo_marinus_s_001563,6
alauda_arvensis_s_000451,2
bird_s_001509,2
car_s_000691,1
ratite_bird_s_000043,2
fire_engine_s_000865,9
toy_dog_s_001530,5
bird_s_001663,2
blenheim_spaniel_s_000137,5
gelding_s_002318,7
car_transporter_s_001590,9
stealth_bomber_s_001779,0
automobile_s_000242,1
convertible_s_000401,1
bufo_bufo_s_000132,6
coupe_s_000663,1
arabian_s_000779,7
tabby_s_001122,3
station_wagon_s_001403,1
estate_car_s_000069,1
powerboat_s_000144,8
cargo_ship_s_002381,8
motorcar_s_001286,1
oil_tanker_s_000028,8
lippizan_s_000820,7
canis_familiaris_s_000451,5
tabby_s_000219,3
gelding_s_000539,7
true_cat_s_001865,3
shooting_brake_s_000832,1
lipizzan_s_001079,7
bell_toad_s_000122,6
scow_s_000458,8
alces_alces_s_002145,4
funny_wagon_s_000331,1
tennessee_walker_s_000580,7
bufo_bufo_s_000743,6
boat_s_001087,8
tipper_truck_s_000885,9
dump_truck_s_001081,9
airbus_s_001540,0
tomcat_s_002046,3
dive_bomber_s_000196,0
rana_clamitans_s_000719,6
hospital_ship_s_000060,8
airbus_s_001016,0
peke_s_001246,5
jumbo_jet_s_001644,0
icebreaker_s_002106,8
wagtail_s_001735,2
motorcar_s_001304,1
coupe_s_001381,1
fighter_s_000666,0
camion_s_000268,9
saddle_horse_s_001991,7
emu_s_000132,2
trucking_rig_s_000419,9
sika_s_000519,4
pipit_s_000944,2
appaloosa_s_001974,7
dump_truck_s_001894,9
pickerel_frog_s_000043,6
canis_familiaris_s_000244,5
broodmare_s_000338,7
true_frog_s_000210,6
sika_s_000212,4
dredger_s_000623,8
sparrow_s_000123,2
seaplane_s_002004,0
quarter_horse_s_001430,7
fallow_deer_s_000852,4
jetliner_s_000874,0
cervus_elaphus_s_000279,4
arabian_s_001765,7
arabian_s_001987,7
cargo_ship_s_001254,8
bufo_bufo_s_001634,6
canis_familiaris_s_000022,5
finch_s_000433,2
toad_s_001766,6
fawn_s_001011,4
odocoileus_hemionus_s_000722,4
stealth_bomber_s_000614,0
alauda_arvensis_s_001047,2
seaplane_s_000007,0
toad_frog_s_000600,6
mongrel_s_002203,5
toad_frog_s_001178,6
tipper_truck_s_000463,9
crapaud_s_000368,6
blenheim_spaniel_s_000441,5
stallion_s_002005,7
bufo_bufo_s_002164,6
lark_s_002320,2
pekingese_s_001371,5
bufo_debilis_s_000044,6
dog_s_001131,5
maltese_s_000111,5
motorcar_s_002166,1
tabby_cat_s_002449,3
rangifer_caribou_s_000279,4
tabby_s_001223,3
pekingese_s_002119,5
container_vessel_s_001005,8
multiengine_airplane_s_000394,0
fire_truck_s_002015,9
toy_spaniel_s_000190,5
rhea_s_000559,2
rangifer_caribou_s_000026,4
deer_s_001592,4
broodmare_s_000579,7
minesweeper_s_001417,8
toad_s_000032,6
shooting_brake_s_001666,1
beach_wagon_s_000587,1
peke_s_000221,5
jetliner_s_000686,0
monoplane_s_000261,0
tank_ship_s_001732,8
dunnock_s_000832,2
arabian_s_000502,7
sparrow_s_000297,2
trailer_truck_s_001409,9
fawn_s_001519,4
deer_s_001007,4
ferryboat_s_000264,8
canis_familiaris_s_001248,5
house_cat_s_000630,3
struthio_camelus_s_001682,2
puppy_s_000046,5
pickerel_frog_s_000214,6
leopard_frog_s_001867,6
ferryboat_s_000003,8
shooting_brake_s_001581,1
shooting_brake_s_000896,1
delivery_truck_s_000984,9
puppy_s_000174,5
pipit_s_001669,2
rana_temporaria_s_001198,6
tow_truck_s_000931,9
frog_s_000033,6
bumboat_s_000010,8
tandem_trailer_s_000260,9
tabby_cat_s_002078,3
camion_s_000631,9
broodmare_s_000483,7
tomcat_s_000116,3
prancer_s_000073,7
stealth_fighter_s_001400,0
elk_s_001691,4
freighter_s_000072,8
taxi_s_000015,1
finch_s_000374,2
house_cat_s_000101,3
pekinese_s_001254,5
tabby_cat_s_001014,3
puppy_s_001211,5
stud_mare_s_000478,7
domestic_dog_s_000081,5
barge_s_000262,8
bullfrog_s_000566,6
bullfrog_s_002251,6
truck_s_001303,9
maltese_s_000862,5
domestic_cat_s_000570,3
gelding_s_000565,7
fire_truck_s_001749,9
cur_s_000611,5
domestic_cat_s_001727,3
rana_catesbeiana_s_000798,6
roe_deer_s_000525,4
felis_catus_s_000439,3
jumbo_jet_s_001043,0
coupe_s_001113,1
bird_s_001628,2
fawn_s_001598,4
lorry_s_000245,9
convertible_s_002244,1
puppy_s_000248,5
hospital_ship_s_000006,8
banana_boat_s_000917,8
skiff_s_000263,8
house_cat_s_001185,3
cabin_cruiser_s_001262,8
attack_aircraft_s_001186,0
stud_mare_s_001069,7
puppy_s_001212,5
ostrich_s_001955,2
felis_domesticus_s_000541,3
auto_s_000341,1
gelding_s_002107,7
airbus_s_000428,0
house_cat_s_001273,3
deer_s_000084,4
hospital_ship_s_001082,8
dog_s_002000,5
jetliner_s_001757,0
freighter_s_000669,8
shooting_brake_s_000573,1
tipper_lorry_s_000521,9
reindeer_s_000431,4
stealth_fighter_s_000579,0
felis_catus_s_000758,3
broodmare_s_001399,7
scow_s_000381,8
dunnock_s_000980,2
tabby_cat_s_001081,3
pipit_s_001185,2
aerial_ladder_truck_s_000269,9
stealth_bomber_s_000392,0
bufo_viridis_s_000249,6
dump_truck_s_001163,9
mutt_s_001858,5
mutt_s_000415,5
boat_s_002648,8
meadow_pipit_s_001113,2
convertible_s_001961,1
jumbo_jet_s_000378,0
tipper_truck_s_001894,9
propeller_plane_s_001875,0
leopard_frog_s_000018,6
accentor_s_000676,2
jumbojet_s_001399,0
fire_truck_s_001245,9
tabby_cat_s_001627,3
pekinese_s_001301,5
coupe_s_001044,1
cat_s_002671,3
tug_s_000573,8
muntjac_s_000089,4
gelding_s_001409,7
auto_s_002360,1
rangifer_caribou_s_000028,4
tipper_s_001141,9
passenger_ship_s_002155,8
wagtail_s_001353,2
bird_s_000118,2
tennessee_walking_horse_s_000667,7
lippizaner_s_001103,7
quarter_horse_s_002036,7
automobile_s_002430,1
cabin_cruiser_s_001740,8
bufo_bufo_s_001603,6
wapiti_s_000187,4
stealth_bomber_s_000079,0
pipit_s_000013,2
fighter_aircraft_s_000262,0
coupe_s_000055,1
seaplane_s_001493,0
estate_car_s_001405,1
station_wagon_s_001714,1
toad_frog_s_001793,6
kiwi_s_000434,2
domestic_dog_s_001254,5
bufo_viridis_s_000753,6
dump_truck_s_000138,9
car_s_002290,1
police_boat_s_001335,8
pekingese_s_002000,5
shooting_brake_s_001448,1
supertanker_s_000209,8
tennessee_walking_horse_s_000092,7
puppy_s_000441,5
sea_boat_s_000711,8
rana_temporaria_s_001431,6
cat_s_001844,3
mongrel_s_001492,5
finch_s_000810,2
banana_boat_s_001441,8
tipper_s_001832,9
chihuahua_s_000235,5
tomcat_s_000260,3
rana_pipiens_s_000547,6
domestic_cat_s_001919,3
flightless_bird_s_000324,2
convertible_s_001660,1
rana_catesbeiana_s_001410,6
toad_s_000048,6
lorry_s_001195,9
puppy_s_001653,5
compact_car_s_001582,1
dog_s_001887,5
jumbo_jet_s_000009,0
toy_spaniel_s_000880,5
semi_s_001984,9
sparrow_s_000098,2
capreolus_capreolus_s_000679,4
tabby_s_001620,3
cabin_cruiser_s_001531,8
fire_truck_s_001045,9
quarter_horse_s_000302,7
multiengine_plane_s_000006,0
quarter_horse_s_001249,7
convertible_s_003015,1
rig_s_000332,9
wagon_s_000151,1
quarter_horse_s_000522,7
monoplane_s_001129,0
bird_s_000142,2
honey_eater_s_001068,2
multiengine_airplane_s_000107,0
moose_s_000254,4
freighter_s_001472,8
stealth_bomber_s_001326,0
sea_boat_s_001679,8
boat_s_000289,8
fire_engine_s_001270,9
japanese_spaniel_s_001232,5
tip_truck_s_000430,9
deer_s_001050,4
airliner_s_001853,0
cat_s_002698,3
mongrel_s_000345,5
fire_truck_s_001591,9
american_elk_s_000713,4
pipit_s_000722,2
dromaius_novaehollandiae_s_000051,2
fallow_deer_s_000571,4
broodmare_s_000994,7
maltese_dog_s_001087,5
auto_s_001604,1
speedboat_s_001571,8
lippizan_s_000527,7
arabian_s_001744,7
jumbo_jet_s_001655,0
plantation_walking_horse_s_000497,7
arabian_s_001011,7
twinjet_s_000664,0
domestic_dog_s_000420,5
anthus_pratensis_s_001223,2
quarter_horse_s_002200,7
bufo_bufo_s_001256,6
articulated_lorry_s_000238,9
dama_dama_s_000106,4
english_toy_spaniel_s_000390,5
pekingese_s_001740,5
elk_s_002499,4
convertible_s_000172,1
attack_aircraft_s_001621,0
mule_deer_s_000020,4
struthio_camelus_s_000774,2
struthio_camelus_s_001249,2
true_cat_s_000414,3
motorcar_s_001027,1
crapaud_s_002135,6
airbus_s_002051,0
tipper_truck_s_000414,9
cat_s_002203,3
broodmare_s_000352,7
kiwi_s_000602,2
dawn_horse_s_002029,7
sea_boat_s_001945,8
dawn_horse_s_001061,7
mutt_s_000790,5
meadow_pipit_s_000401,2
fire_engine_s_002052,9
tennessee_walking_horse_s_000121,7
stealth_bomber_s_001713,0
cat_s_001953,3
attack_aircraft_s_001593,0
lippizan_s_000506,7
brocket_s_000849,4
accentor_s_000287,2
plane_s_000844,0
toy_dog_s_001883,5
powerboat_s_000424,8
tabby_s_001151,3
barking_deer_s_000198,4
quarter_horse_s_000653,7
dive_bomber_s_001359,0
twinjet_s_001363,0
riding_horse_s_000132,7
lorry_s_000258,9
lippizaner_s_001186,7
stag_s_002880,4
studhorse_s_000112,7
trucking_rig_s_000874,9
passerine_s_000758,2
ship_s_000034,8
wagon_s_000963,1
speedboat_s_000017,8
natterjack_s_000993,6
passerine_s_001612,2
capreolus_capreolus_s_000858,4
bufo_americanus_s_000150,6
alauda_arvensis_s_001245,2
sparrow_s_000357,2
japanese_spaniel_s_000106,5
true_cat_s_000093,3
mouser_s_001578,3
tennessee_walker_s_000385,7
frog_s_001962,6
broodmare_s_000568,7
police_boat_s_000425,8
tank_ship_s_000054,8
spadefoot_s_000457,6
tabby_s_000085,3
car_s_001549,1
oil_tanker_s_000007,8
barge_s_000587,8
bullfrog_s_000919,6
ladder_truck_s_000004,9
fallow_deer_s_000769,4
station_wagon_s_000025,1
wrecker_s_002067,9
cat_s_000814,3
arabian_s_001761,7
convertible_s_002041,1
dive_bomber_s_001353,0
tabby_s_002129,3
struthio_camelus_s_000680,2
struthio_camelus_s_000403,2
pleasure_boat_s_001343,8
sparrow_s_002495,2
shooting_brake_s_000668,1
police_cruiser_s_001007,1
canis_familiaris_s_000124,5
toy_spaniel_s_000007,5
accentor_s_000074,2
emu_s_000585,2
cab_s_000319,1
bomber_s_000064,0
stud_mare_s_000947,7
broodmare_s_001846,7
bufo_bufo_s_001692,6
trailer_truck_s_000022,9
boat_s_002057,8
muntjac_s_000297,4
biplane_s_000456,0
boat_s_002677,8
icebreaker_s_000731,8
stud_mare_s_000707,7
emu_novaehollandiae_s_000650,2
aeroplane_s_000004,0
struthio_camelus_s_001074,2
bufo_bufo_s_000848,6
dive_bomber_s_000825,0
arabian_s_001846,7
liberty_ship_s_000027,8
dive_bomber_s_001255,0
bufo_s_001203,6
cervus_elaphus_s_000434,4
elk_s_000810,4
tip_truck_s_000399,9
stallion_s_000067,7
dawn_horse_s_001744,7
gamecock_s_000076,2
cervus_elaphus_s_001643,4
compact_car_s_000321,1
arabian_s_001700,7
pilot_boat_s_001343,8
banana_boat_s_001549,8
airliner_s_000025,0
american_toad_s_001691,6
dump_truck_s_000536,9
bufo_viridis_s_000199,6
rana_cascadae_s_000079,6
lorry_s_001854,9
twinjet_s_001028,0
dog_s_001793,5
sambar_s_001108,4
canis_familiaris_s_001076,5
dog_s_000899,5
attack_aircraft_s_000678,0
domestic_dog_s_000006,5
motorcar_s_001416,1
powerboat_s_001244,8
convertible_s_002060,1
boat_s_001680,8
station_wagon_s_000019,1
guard_boat_s_000224,8
rana_temporaria_s_001446,6
tabby_cat_s_001930,3
maltese_s_000999,5
roe_deer_s_001745,4
rangifer_tarandus_s_000203,4
stealth_bomber_s_000316,0
tanker_s_002350,8
maltese_s_000143,5
toy_spaniel_s_001566,5
dump_truck_s_001250,9
station_wagon_s_000353,1
stud_mare_s_000910,7
wagtail_s_001410,2
house_cat_s_001399,3
pilot_boat_s_001155,8
oil_tanker_s_000900,8
stealth_bomber_s_001715,0
semi_s_000981,9
canis_familiaris_s_000830,5
hospital_ship_s_001436,8
mule_deer_s_000954,4
pontoon_s_000123,8
arabian_s_000745,7
rana_catesbeiana_s_000247,6
shooting_brake_s_000747,1
beach_wagon_s_000746,1
tabby_cat_s_000578,3
auto_s_001522,1
toy_s_000640,5
lapdog_s_001564,5
bufo_marinus_s_001120,6
natterjack_s_000881,6
fallow_deer_s_001527,4
lippizan_s_001135,7
automobile_s_000658,1
bufo_boreas_s_000123,6
stealth_bomber_s_000223,0
japanese_spaniel_s_000251,5
wrecker_s_001867,9
wagon_s_000693,1
police_cruiser_s_000938,1
station_wagon_s_002033,1
car_s_001338,1
tabby_s_001476,3
speedboat_s_002050,8
passerine_s_001460,2
cab_s_000882,1
accentor_s_000807,2
green_frog_s_001957,6
puppy_s_000026,5
pekingese_s_001505,5
feist_s_000454,5
airliner_s_000184,0
delivery_van_s_000098,9
barking_deer_s_000372,4
compact_car_s_001705,1
broodmare_s_001694,7
lippizaner_s_000705,7
lorry_s_001348,9
tug_s_000100,8
elk_s_000808,4
convertible_s_000003,1
coupe_s_001901,1
rangifer_caribou_s_000472,4
bufo_bufo_s_000314,6
maltese_s_000171,5
bufo_bufo_s_000046,6
domestic_cat_s_001917,3
roe_deer_s_000799,4
chihuahua_s_001873,5
stealth_bomber_s_000051,0
grass_frog_s_000685,6
tomcat_s_000394,3
stud_mare_s_000448,7
roe_deer_s_001810,4
chihuahua_s_001423,5
dump_truck_s_002264,9
plane_s_000971,0
struthio_camelus_s_000037,2
bufo_microscaphus_s_000020,6
leopard_frog_s_001312,6
domestic_cat_s_001412,3
dama_dama_s_000012,4
pontoon_s_001439,8
dump_truck_s_000740,9
fawn_s_001423,4
dunnock_s_000384,2
attack_aircraft_s_001315,0
tabby_s_000116,3
monoplane_s_000047,0
pekingese_s_002553,5
maltese_s_001487,5
tennessee_walker_s_000077,7
twinjet_s_000506,0
house_cat_s_000178,3
mule_deer_s_000582,4
ferryboat_s_000021,8
airbus_s_002049,0
tabby_cat_s_002011,3
mouser_s_001641,3
ladder_truck_s_001718,9
outboard_motorboat_s_000325,8
alces_alces_s_002208,4
bird_s_001339,2
cat_s_002068,3
male_horse_s_000188,7
houseboat_s_000409,8
station_wagon_s_001618,1
motorcar_s_002170,1
auto_s_000038,1
cargo_vessel_s_000998,8
rana_catesbeiana_s_000762,6
attack_aircraft_s_000301,0
stealth_fighter_s_000946,0
fighter_s_000021,0
container_vessel_s_000255,8
chihuahua_s_002212,5
stealth_bomber_s_001800,0
wagtail_s_001889,2
arabian_s_001916,7
true_cat_s_000509,3
attack_aircraft_s_000453,0
spring_frog_s_000636,6
maltese_s_001436,5
mule_deer_s_001926,4
mare_s_000570,7
stealth_fighter_s_001274,0
convertible_s_000055,1
container_vessel_s_001056,8
mongrel_s_000042,5
emu_novaehollandiae_s_000291,2
texas_toad_s_000003,6
quarter_horse_s_000052,7
arabian_s_000368,7
compact_car_s_000570,1
sparrow_s_001846,2
freighter_s_001350,8
lipizzan_s_000965,7
compact_car_s_000434,1
dromaius_novaehollandiae_s_000722,2
sparrow_s_001653,2
auto_s_002086,1
tipper_s_000116,9
quarter_horse_s_000757,7
automobile_s_002037,1
moa_s_000165,2
rana_temporaria_s_001406,6
quarter_horse_s_001402,7
barge_s_000032,8
dawn_horse_s_001079,7
jetliner_s_001515,0
dump_truck_s_001406,9
container_ship_s_001142,8
honey_eater_s_000086,2
toy_dog_s_000299,5
red_deer_s_001025,4
tabby_s_001470,3
tractor_trailer_s_001947,9
accentor_s_000686,2
tipper_s_001395,9
attack_aircraft_s_000197,0
passenger_ship_s_000772,8
boat_s_000869,8
passenger_ship_s_000474,8
toad_frog_s_000515,6
motorcar_s_002448,1
passenger_ship_s_000571,8
container_ship_s_000081,8
rana_pipiens_s_000006,6
tabby_s_000298,3
cow_pony_s_000646,7
trucking_rig_s_000604,9
roe_deer_s_000723,4
airliner_s_000733,0
biplane_s_001127,0
songbird_s_000556,2
bird_s_001825,2
biplane_s_001631,0
pekinese_s_001350,5
japanese_spaniel_s_000276,5
alces_alces_s_001174,4
sparrow_s_002572,2
barge_s_000392,8
tabby_cat_s_002655,3
pilot_boat_s_001634,8
cruiser_s_000818,1
convertible_s_000462,1
cattle_boat_s_000324,8
maltese_s_000944,5
aerial_ladder_truck_s_000190,9
tennessee_walking_horse_s_001474,7
bufo_bufo_s_000093,6
police_cruiser_s_000543,1
true_cat_s_000889,3
pekingese_s_000358,5
lippizaner_s_000800,7
coupe_s_001304,1
speedboat_s_000418,8
bufo_viridis_s_000903,6
car_s_001091,1
car_s_000032,1
container_ship_s_001882,8
maltese_s_002316,5
puppy_s_001453,5
pickerel_frog_s_000113,6
tractor_trailer_s_001049,9
spadefoot_s_000764,6
compact_car_s_001610,1
quarter_horse_s_001699,7
leopard_frog_s_001075,6
stealth_fighter_s_001683,0
trucking_rig_s_001170,9
domestic_cat_s_000169,3
biplane_s_000788,0
guard_boat_s_000036,8
true_cat_s_000168,3
odocoileus_hemionus_s_000237,4
passenger_ship_s_000714,8
trucking_rig_s_001541,9
car_s_000329,1
delivery_truck_s_001027,9
songbird_s_001135,2
anthus_pratensis_s_000549,2
moving_van_s_000113,9
minesweeper_s_001506,8
fire_truck_s_000776,9
saddle_horse_s_000367,7
leopard_frog_s_000385,6
ostrich_s_000825,2
maltese_s_001129,5
alley_cat_s_000737,3
quarter_horse_s_001722,7
police_cruiser_s_000453,1
plane_s_000772,0
bufo_bufo_s_001873,6
stealth_bomber_s_000779,0
kiwi_s_000039,2
dawn_horse_s_001080,7
fighting_cock_s_000018,2
wagon_s_001028,1
struthio_camelus_s_000001,2
capreolus_capreolus_s_001047,4
coupe_s_001911,1
dog_s_001880,5
american_green_toad_s_000075,6
bufo_bufo_s_001049,6
felis_domesticus_s_000560,3
motorcar_s_000924,1
mouser_s_001173,3
pekingese_s_002405,5
chihuahua_s_002027,5
sea_boat_s_000994,8
coupe_s_000909,1
sika_s_000672,4
dromaius_novaehollandiae_s_000094,2
domestic_cat_s_001938,3
finch_s_000759,2
station_wagon_s_001456,1
emu_s_000275,2
passenger_ship_s_001956,8
delivery_truck_s_000512,9
blenheim_spaniel_s_001174,5
seaplane_s_001238,0
saddle_horse_s_001723,7
western_toad_s_000704,6
male_horse_s_000367,7
toad_frog_s_001369,6
police_boat_s_000303,8
container_vessel_s_000658,8
male_horse_s_000321,7
barren_ground_caribou_s_000080,4
camion_s_000598,9
shooting_brake_s_001251,1
rhea_americana_s_000628,2
pickerel_frog_s_000296,6
pekinese_s_000678,5
dump_truck_s_000582,9
american_elk_s_000086,4
passerine_s_001689,2
mutt_s_001685,5
auto_s_002328,1
attack_aircraft_s_000908,0
estate_car_s_000010,1
automobile_s_000836,1
aerial_ladder_truck_s_000475,9
jetliner_s_000728,0
lippizan_s_001178,7
mutt_s_000004,5
domestic_cat_s_001608,3
trucking_rig_s_001506,9
rana_temporaria_s_001086,6
tomcat_s_001994,3
cat_s_002584,3
tabby_cat_s_001405,3
barking_deer_s_000070,4
shooting_brake_s_000960,1
chihuahua_s_000782,5
garbage_truck_s_000731,9
gelding_s_000382,7
walking_horse_s_000117,7
cassowary_s_000276,2
fire_engine_s_001158,9
dive_bomber_s_000061,0
